player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_epa,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_positive_epa_percent,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_epa,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_positive_epa_percent,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Leonard Fournette,11759,HB,TB,1,10,0,30,0,-6.5,2,100.0,,0,0,0.0,0,0.32,1,0,84.5,97.6,0,11,0.0,0,3,66.7,2,100.0,3,81.3,2,66.7,0,7,20,10.0,3.5,2.33,-6.0,1,100.0,,0,0,0.0,0,0.65,1,0,80.6,92.7,0,11,0.0,0,1,100.0,1,100.0,1,112.5,1,100.0,0,11,17,17.0,11.0,11.0
Courtland Sutton,48164,WR,DEN,1,10,0,10,0,,0,,,0,0,,0,0.89,0,0,,47.1,0,0,0.0,0,5,80.0,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,26.0,0,0.0,,0,0,,0,0.16,0,0,49.2,60.6,0,0,0.0,0,4,50.0,0,100.0,4,39.6,2,50.0,0,0,0,,,0.0
Tyler Higbee,10744,TE,LA,1,10,0,26,0,-1.0,0,50.0,0.0,0,1,0.0,0,-0.1,0,0,78.7,53.7,0,5,0.0,0,5,60.0,1,100.0,5,56.3,2,40.0,0,5,5,5.0,5.0,1.0,4.5,1,100.0,,0,0,0.0,0,0.5,2,0,67.7,73.0,0,10,0.0,0,13,53.8,4,100.0,13,95.8,4,30.8,0,28,10,2.5,7.0,2.15
Zach Ertz,7816,TE,ARZ,1,10,0,1,0,-5.0,0,100.0,,0,0,0.0,0,0.42,1,0,78.7,86.0,0,6,0.0,0,5,60.0,1,100.0,5,91.7,1,20.0,0,6,11,11.0,6.0,1.2,9.9,0,57.1,50.0,1,2,0.0,0,0.15,3,0,79.4,73.6,0,11,0.0,0,27,51.9,4,100.0,27,69.3,7,25.9,0,33,16,4.0,8.3,1.22
Marquise Brown,61568,WR,ARZ,1,10,0,1,0,-2.5,0,100.0,,0,0,0.0,0,0.25,0,0,84.5,53.1,0,3,0.0,0,9,44.4,2,100.0,9,79.2,2,22.2,0,-1,4,2.0,-0.5,-0.11,12.0,0,0.0,,0,0,100.0,1,-0.11,0,0,49.6,83.9,0,0,0.0,0,8,25.0,0,100.0,8,39.6,1,12.5,0,0,0,,,0.0
Ja'Marr Chase,84270,WR,CIN,1,10,0,7,0,-2.3,0,100.0,,0,0,0.0,0,-0.33,2,0,90.2,95.5,0,11,0.0,0,7,66.7,3,85.7,6,93.1,3,50.0,0,19,26,8.7,6.3,3.17,5.0,0,75.0,,0,0,0.0,0,-0.39,2,0,81.1,83.8,1,12,0.0,0,14,61.5,3,92.9,13,58.3,4,30.8,0,32,28,9.3,10.7,2.46
Cooper Kupp,11824,WR,LA,1,10,0,26,0,-3.0,0,100.0,,0,0,0.0,0,-0.3,0,0,78.7,53.4,0,-1,0.0,0,6,50.0,1,100.0,6,79.2,1,16.7,0,-1,2,2.0,-1.0,-0.17,4.0,0,100.0,,0,0,0.0,0,0.06,1,0,79.4,74.9,0,75,0.0,0,23,47.8,3,100.0,23,158.3,3,13.0,1,88,76,25.3,29.3,3.83
Chase Claypool,42312,WR,PIT,1,9,0,25,0,,0,,,0,0,,0,-0.52,0,0,,53.2,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,7.9,0,50.0,0.0,0,3,20.0,1,-0.07,2,0,46.3,55.0,0,20,0.0,0,45,48.8,4,95.6,43,65.1,8,18.6,0,41,22,5.5,10.3,0.95
Mark Andrews,47436,TE,BLT,1,9,0,3,0,0.0,0,100.0,,0,0,0.0,0,-0.01,0,0,78.7,57.4,0,7,0.0,0,3,66.7,1,100.0,3,95.8,1,33.3,0,7,7,7.0,7.0,2.33,7.5,0,87.5,100.0,2,2,0.0,0,-0.01,5,0,81.1,76.1,0,20,0.0,0,22,50.0,7,90.9,20,149.0,8,40.0,1,82,33,4.7,11.7,4.1
Dallas Goedert,47272,TE,PHI,1,9,0,24,0,-3.3,0,100.0,,0,0,0.0,0,0.14,2,0,88.7,89.4,0,14,0.0,0,13,61.5,3,100.0,13,97.2,3,23.1,0,22,32,10.7,7.3,1.69,-0.7,1,100.0,,0,0,0.0,0,-0.02,2,0,79.4,76.6,0,16,0.0,0,15,46.7,3,100.0,15,100.0,3,20.0,0,24,26,8.7,8.0,1.6
Josh Reynolds,11872,WR,DET,1,9,0,11,0,,0,,,0,0,,0,0.55,0,0,,48.8,0,0,0.0,0,3,33.3,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,14.0,0,25.0,0.0,0,1,50.0,1,-0.71,0,0,28.7,63.5,0,8,0.0,0,12,25.0,1,100.0,12,39.6,4,33.3,0,8,5,5.0,8.0,0.67
Alec Pierce,78038,WR,IND,1,9,0,14,0,,0,,,0,0,,0,-1.32,0,0,,54.0,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,-0.24,0,0,51.2,66.2,0,0,0.0,0,5,40.0,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0
D.K. Metcalf,47864,WR,SEA,1,8,0,29,0,,0,,,0,0,,0,0.0,0,0,,,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,,14.0,0,33.3,100.0,1,1,50.0,1,-1.76,0,1,43.5,74.5,0,8,0.0,0,3,0.0,1,100.0,3,42.4,3,100.0,0,8,1,1.0,8.0,2.67
Marquez Valdes-Scantling,47809,WR,KC,1,8,0,16,0,,0,,,0,0,,0,0.31,0,0,,47.9,0,0,0.0,0,4,75.0,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,12.2,0,80.0,,0,0,0.0,0,0.12,4,0,29.1,59.7,0,23,0.0,0,20,42.1,4,95.0,19,118.8,5,26.3,0,66,23,5.8,16.5,3.47
Ben Skowronek,27948,WR,LA,1,8,0,26,0,-2.0,0,100.0,,0,0,0.0,0,-0.37,0,0,78.7,55.9,0,3,0.0,0,4,50.0,1,100.0,4,79.2,1,25.0,0,3,5,5.0,3.0,0.75,3.5,1,100.0,,0,0,0.0,0,-0.41,0,0,80.6,59.6,0,12,0.0,0,22,45.5,4,100.0,22,94.8,4,18.2,0,27,13,3.3,6.8,1.23
Jakobi Meyers,47468,WR,NE,1,8,0,19,0,,0,,,0,0,,0,-0.69,0,0,,50.1,0,0,0.0,0,3,0.0,0,100.0,3,0.0,0,0.0,0,0,0,,,0.0,8.0,0,100.0,,0,0,0.0,0,-0.19,2,0,78.7,92.4,0,15,0.0,0,17,42.9,2,82.4,14,118.8,2,14.3,0,25,9,4.5,12.5,1.79
Rondale Moore,62890,WR,ARZ,1,8,0,1,0,-4.3,0,100.0,,0,0,0.0,0,0.25,1,0,88.7,92.1,0,17,0.0,0,9,44.4,3,100.0,9,100.0,3,33.3,0,24,37,12.3,8.0,2.67,-1.0,0,100.0,,0,0,0.0,0,0.25,1,0,80.6,68.0,0,17,0.0,0,34,55.9,5,100.0,34,97.5,5,14.7,0,37,42,8.4,7.4,1.09
DJ Moore,48267,WR,CAR,1,8,0,5,0,-2.0,0,100.0,,0,0,0.0,0,-0.1,0,0,78.7,81.7,0,6,0.0,0,6,66.7,1,100.0,6,91.7,1,16.7,0,6,8,8.0,6.0,1.0,16.0,0,100.0,,0,0,0.0,0,-0.07,1,0,56.7,69.6,0,18,0.0,0,8,37.5,1,100.0,8,118.8,1,12.5,0,18,2,2.0,18.0,2.25
Mike Evans,8642,WR,TB,1,8,0,30,0,,0,,,0,0,,0,0.03,0,0,,48.1,0,0,0.0,0,6,50.0,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0,20.0,0,0.0,0.0,0,1,,0,0.08,0,0,73.4,63.0,0,0,0.0,0,14,41.7,0,85.7,12,39.6,1,8.3,0,0,0,,,0.0
Michael Pittman Jr.,29049,WR,IND,1,8,0,14,0,,0,,,0,0,,0,-1.32,0,0,,54.0,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,8.3,0,50.0,0.0,0,1,0.0,0,-0.38,2,0,74.6,66.3,1,19,0.0,0,11,54.5,2,100.0,11,39.6,4,36.4,0,34,18,9.0,17.0,3.09
Curtis Samuel,11795,WR,WAS,1,8,0,32,0,-5.0,1,100.0,,0,0,0.0,0,-0.22,0,0,78.7,57.7,0,2,0.0,0,3,33.3,1,100.0,3,79.2,1,33.3,0,2,7,7.0,2.0,0.67,8.8,0,66.7,50.0,1,2,20.0,1,-0.06,3,0,31.9,62.5,0,32,0.0,0,30,48.1,4,90.0,27,93.8,6,22.2,0,52,7,1.8,13.0,1.93
Zay Jones,11792,WR,JAX,1,8,0,15,0,-3.0,0,100.0,,0,0,0.0,0,-0.01,1,0,84.5,91.4,0,7,0.0,0,3,33.3,2,100.0,3,87.5,2,66.7,0,10,16,8.0,5.0,3.33,6.3,0,66.7,,0,0,0.0,0,-0.03,0,0,54.9,53.5,0,3,0.0,0,10,40.0,2,100.0,10,70.1,3,30.0,0,5,7,3.5,2.5,0.5
Deebo Samuel,48274,WR,SF,1,8,0,28,0,,0,,,0,0,,0,0.94,0,0,,50.5,0,0,0.0,0,5,60.0,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,7.7,0,66.7,100.0,1,1,0.0,0,0.78,2,0,70.5,64.0,0,16,0.0,0,7,57.1,2,100.0,7,125.0,3,42.9,1,20,9,4.5,10.0,2.86
George Pickens,99229,WR,PIT,1,8,0,25,0,,0,,,0,0,,0,-0.52,0,0,,52.5,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,9.0,0,0.0,0.0,0,1,,0,0.08,0,0,76.5,76.3,0,0,0.0,0,3,33.3,0,100.0,3,39.6,1,33.3,0,0,0,,,0.0
Travis Kelce,7844,TE,KC,1,8,0,16,0,-2.0,0,100.0,,0,0,0.0,0,0.11,0,0,78.7,51.6,0,1,0.0,0,4,50.0,1,100.0,4,79.2,1,25.0,0,1,3,3.0,1.0,0.25,4.3,1,100.0,,0,0,0.0,0,0.3,2,0,79.4,68.5,0,6,0.0,0,19,66.7,3,94.7,18,125.7,3,16.7,1,14,1,0.3,4.7,0.78
Jerry Jeudy,61103,WR,DEN,1,7,0,10,0,-3.0,0,100.0,,0,0,0.0,0,0.77,1,0,78.7,54.6,0,5,0.0,0,4,75.0,1,100.0,4,87.5,1,25.0,0,5,8,8.0,5.0,1.25,19.2,0,33.3,0.0,0,2,33.3,1,-0.47,2,0,27.0,46.9,0,37,0.0,0,32,29.0,2,96.9,31,59.0,6,19.4,0,42,24,12.0,21.0,1.35
Devin Duvernay,40006,WR,BLT,1,7,0,3,0,-1.0,0,100.0,,0,0,0.0,0,-0.01,0,0,78.7,91.2,0,9,0.0,0,3,66.7,1,100.0,3,104.2,1,33.3,0,9,10,10.0,9.0,3.0,18.0,0,75.0,100.0,1,1,0.0,0,-0.57,1,0,76.5,79.6,0,21,0.0,0,9,22.2,3,100.0,9,101.0,4,44.4,0,35,15,5.0,11.7,3.89
Robert Woods,7822,WR,TEN,1,7,0,31,0,,0,,,0,0,,0,0.98,0,0,,48.5,0,0,0.0,0,4,66.7,0,75.0,3,0.0,0,0.0,0,0,0,,,0.0,2.7,0,66.7,,0,0,0.0,0,-0.08,1,0,70.5,58.9,0,12,0.0,0,12,41.7,2,100.0,12,78.5,3,25.0,0,15,10,5.0,7.5,1.25
Drake London,86519,WR,ATL,1,7,0,2,0,-2.0,0,50.0,0.0,0,1,0.0,0,-0.13,0,0,78.7,55.2,0,0,0.0,0,3,33.3,1,100.0,3,56.3,2,66.7,0,0,3,3.0,0.0,0.0,16.0,0,50.0,,0,0,0.0,0,0.42,1,0,74.6,71.6,0,7,0.0,0,2,50.0,1,100.0,2,58.3,2,100.0,0,7,1,1.0,7.0,3.5
Davante Adams,8688,WR,LV,1,7,0,23,0,,0,,,0,0,,0,0.85,0,0,,53.0,0,0,0.0,0,2,100.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,0.04,0,0,72.1,62.3,0,0,0.0,0,5,50.0,0,80.0,4,0.0,0,0.0,0,0,0,,,0.0
CeeDee Lamb,61570,WR,DAL,1,7,0,9,0,2.0,0,100.0,,0,0,0.0,0,-0.51,0,0,78.7,56.3,0,13,0.0,0,3,33.3,1,100.0,3,118.8,1,33.3,0,13,11,11.0,13.0,4.33,4.7,0,100.0,,0,0,0.0,0,-0.55,2,0,78.0,75.7,0,16,0.0,0,10,30.0,3,100.0,10,106.9,3,30.0,0,29,15,5.0,9.7,2.9
Donovan Peoples-Jones,61439,WR,CLV,1,7,0,8,0,,0,,,0,0,,0,0.15,0,0,,51.2,0,0,0.0,0,2,50.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,5.7,1,66.7,,0,0,0.0,0,-0.35,1,0,73.4,72.1,0,19,0.0,0,8,50.0,2,100.0,8,85.4,3,37.5,0,20,7,3.5,10.0,2.5
Cade Otton,61071,TE,TB,1,7,0,30,0,-3.0,0,0.0,,0,0,,0,-0.1,0,0,,40.6,0,0,0.0,0,5,40.0,0,100.0,5,39.6,1,20.0,0,0,0,,,0.0,2.0,0,100.0,,0,0,0.0,0,-0.11,0,0,78.0,56.6,0,7,0.0,0,16,43.8,3,100.0,16,83.3,3,18.8,0,12,6,2.0,4.0,0.75
Tyreek Hill,10799,WR,MIA,1,7,0,17,0,-2.5,1,100.0,,0,0,0.0,0,-1.15,0,0,84.5,61.5,0,5,0.0,0,4,50.0,2,100.0,4,79.2,2,50.0,0,4,9,4.5,2.0,1.0,-1.5,0,100.0,,0,0,0.0,0,-1.17,0,0,79.4,81.7,0,6,0.0,0,11,40.0,2,90.9,10,89.6,2,20.0,0,11,14,7.0,5.5,1.1
Kalif Raymond,11028,WR,DET,1,7,0,11,0,-3.5,0,100.0,,0,0,0.0,0,0.55,0,0,84.5,60.3,0,3,0.0,0,3,33.3,2,100.0,3,79.2,2,66.7,0,3,10,5.0,1.5,1.0,1.3,0,66.7,,0,0,0.0,0,-1.04,1,0,77.3,68.8,0,12,0.0,0,18,29.4,2,94.4,17,78.5,3,17.6,0,15,15,7.5,7.5,0.88
J.D. McKissic,11047,HB,WAS,1,7,0,32,0,-6.0,0,100.0,,0,0,0.0,0,0.0,0,0,78.7,94.5,0,14,0.0,0,2,50.0,1,100.0,2,118.8,1,50.0,0,14,20,20.0,14.0,7.0,-1.0,0,100.0,,0,0,0.0,0,-0.55,0,0,80.0,61.7,0,6,0.0,0,1,0.0,1,100.0,1,91.7,1,100.0,0,6,7,7.0,6.0,6.0
JuJu Smith-Schuster,11817,WR,KC,1,7,0,16,0,,0,,,0,0,,0,0.31,0,0,,47.4,0,0,0.0,0,4,75.0,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,5.5,0,50.0,100.0,1,1,33.3,1,0.23,1,0,31.8,54.5,0,13,0.0,0,19,61.1,2,94.7,18,64.6,4,22.2,0,20,3,1.5,10.0,1.11
Allen Lazard,48135,WR,GB,1,7,0,12,0,0.0,0,100.0,,0,0,0.0,0,0.47,1,0,78.7,74.1,0,4,0.0,0,8,75.0,1,100.0,8,122.9,1,12.5,1,4,4,4.0,4.0,0.5,7.0,0,50.0,0.0,0,1,0.0,0,0.03,1,0,70.5,51.9,0,5,0.0,0,19,42.1,2,100.0,19,95.8,4,21.1,1,9,6,3.0,4.5,0.47
Scott Miller,47481,WR,TB,1,7,0,30,0,,0,,,0,0,,0,-0.33,0,0,,51.2,0,0,0.0,0,2,50.0,0,100.0,2,0.0,0,0.0,0,0,0,,,0.0,12.0,0,100.0,100.0,1,1,0.0,0,0.25,0,0,75.6,65.0,0,12,0.0,0,5,60.0,1,100.0,5,116.7,1,20.0,0,12,0,0.0,12.0,2.4
Hayden Hurst,47294,TE,CIN,1,7,0,7,0,,0,,,0,0,,0,0.39,0,0,,44.5,0,0,0.0,0,5,80.0,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,6.0,0,100.0,,0,0,0.0,0,0.75,0,0,78.0,64.7,0,6,0.0,0,9,85.7,1,77.8,7,91.7,1,14.3,0,6,0,0.0,6.0,0.86
Darius Slayton,25578,WR,NYG,1,7,0,21,0,,0,,,0,0,,0,-0.97,0,0,,47.7,0,0,0.0,0,5,0.0,0,100.0,5,0.0,0,0.0,0,0,0,,,0.0,12.0,0,50.0,,0,0,0.0,0,-0.14,0,0,74.6,75.5,0,6,0.0,0,7,33.3,1,85.7,6,56.3,2,33.3,0,6,0,0.0,6.0,1.0
Chris Olave,84355,WR,NO,1,6,0,20,0,,0,,,0,0,,0,0.0,0,0,,,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,,13.5,0,50.0,100.0,1,1,0.0,0,0.72,1,0,73.4,91.0,0,16,0.0,0,4,75.0,1,100.0,4,116.7,2,50.0,1,16,0,0.0,16.0,4.0
Chris Godwin,11839,WR,TB,1,6,0,30,0,-2.0,0,100.0,,0,0,0.0,0,0.2,1,0,84.5,90.0,0,9,0.0,0,4,50.0,2,100.0,4,95.8,2,50.0,0,14,18,9.0,7.0,3.5,4.8,0,100.0,,0,0,0.0,0,0.65,3,0,78.0,71.9,0,18,0.0,0,23,65.0,4,87.0,20,104.2,4,20.0,0,36,17,4.3,9.0,1.8
Amon-Ra St. Brown,84470,WR,DET,1,6,0,11,0,,0,,,0,0,,0,2.52,0,0,,53.2,0,0,0.0,0,1,100.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,3.0,0,50.0,0.0,0,1,0.0,0,-0.24,0,0,75.6,74.4,0,2,0.0,0,12,36.4,1,91.7,11,56.3,2,18.2,0,2,0,0.0,2.0,0.18
Zach Gentry,36049,TE,PIT,1,6,0,25,0,,0,,,0,0,,0,-0.52,0,0,,53.2,0,0,0.0,0,1,0.0,0,100.0,1,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,-0.03,0,0,73.4,68.2,0,0,14.3,1,7,50.0,0,85.7,6,0.0,0,0.0,0,0,0,,,0.0
Terry McLaurin,48229,WR,WAS,1,6,0,32,0,-1.0,1,100.0,,0,0,0.0,0,-0.18,0,0,78.7,90.7,0,5,0.0,0,4,25.0,1,100.0,4,87.5,1,25.0,0,5,6,6.0,5.0,1.25,18.5,3,100.0,100.0,1,1,0.0,0,0.96,2,0,76.5,77.6,0,34,0.0,0,11,72.7,2,100.0,11,118.8,2,18.2,0,59,22,11.0,29.5,5.36
Alvin Kamara,11822,HB,NO,1,6,0,20,0,-4.0,1,100.0,,0,0,0.0,0,4.12,1,0,78.7,99.9,0,54,0.0,0,1,100.0,1,100.0,1,118.8,1,100.0,0,54,58,58.0,54.0,54.0,,0,,,0,0,,0,0.0,0,0,75.6,41.3,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,
Eric Saubert,11929,TE,DEN,1,6,0,10,0,,0,,,0,0,,0,0.5,0,0,,38.8,0,0,33.3,1,3,66.7,0,66.7,2,0.0,0,0.0,0,0,0,,,0.0,,0,,,0,0,,0,-0.37,0,0,49.2,52.5,0,0,0.0,0,6,33.3,0,100.0,6,0.0,0,0.0,0,0,0,,,0.0
Saquon Barkley,45791,HB,NYG,1,6,0,21,0,-4.3,0,50.0,,0,0,33.3,1,-0.92,0,0,25.7,25.7,0,-1,0.0,0,7,0.0,2,100.0,7,56.3,4,57.1,0,-5,2,1.0,-2.5,-0.71,-2.0,0,100.0,,0,0,0.0,0,-0.74,0,0,27.9,47.5,0,-1,0.0,0,1,0.0,1,100.0,1,79.2,1,100.0,0,-1,1,1.0,-1.0,-1.0
Joshua Palmer,62979,WR,LAC,1,6,0,27,0,,0,,,0,0,,0,0.9,0,0,,51.3,0,0,25.0,1,4,66.7,0,50.0,2,0.0,0,0.0,0,0,0,,,0.0,4.0,0,100.0,,0,0,0.0,0,0.63,1,0,25.5,43.7,0,9,7.7,1,13,69.2,2,92.3,12,102.1,2,16.7,0,17,9,4.5,8.5,1.42
Russell Gage,44771,WR,TB,1,6,0,30,0,,0,,,0,0,,0,-0.23,0,0,,48.9,0,0,0.0,0,4,50.0,0,100.0,4,0.0,0,0.0,0,0,0,,,0.0,6.6,0,40.0,,0,0,33.3,1,0.14,1,0,29.7,57.5,0,14,0.0,0,22,63.6,2,100.0,22,52.1,5,22.7,0,20,12,6.0,10.0,0.91
Tyler Lockett,9502,WR,SEA,1,6,0,29,0,,0,,,0,0,,0,0.0,0,0,,,0,0,,0,0,,0,,0,0.0,0,,0,0,0,,,,,0,,,0,0,,0,-0.07,0,0,73.4,74.6,0,0,0.0,0,11,44.4,0,81.8,9,0.0,0,0.0,0,0,0,,,0.0
Brandin Cooks,8655,WR,HST,1,6,0,13,0,-4.0,0,100.0,,0,0,0.0,0,-0.06,0,0,78.7,55.6,0,6,0.0,0,4,50.0,1,100.0,4,91.7,1,25.0,0,6,10,10.0,6.0,1.5,4.0,0,66.7,0.0,0,1,0.0,0,-0.22,0,0,74.6,61.6,0,6,0.0,0,9,55.6,2,100.0,9,70.1,3,33.3,0,9,11,5.5,4.5,1.0
A.J. Brown,48327,WR,PHI,1,6,0,24,0,-3.0,0,0.0,,0,0,100.0,1,-0.08,0,0,21.6,28.9,0,0,0.0,0,11,54.5,0,100.0,11,39.6,1,9.1,0,0,0,,,0.0,-3.0,0,0.0,,0,0,100.0,1,0.16,0,0,29.2,54.9,0,0,0.0,0,6,66.7,0,100.0,6,39.6,1,16.7,0,0,0,,,0.0
